更新时间,#genre#
20260911 04:05,url

RespoTime,whitelist,#genre#
524.58ms,任贤齐《2020年齐迹演唱会 台北站 完整版 蓝光字幕》,https://vd3.bdstatic.com/mda-nmfkavww2vps91pz/hd/cae_h264/1671209200204248516/mda-nmfkavww2vps91pz.mp4
524.70ms,Bonaire.tv [Not 24/7],https://media.streambrothers.com:1936/8506/8506/playlist.m3u8
524.80ms,兰溪新闻,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed?
525.12ms,Urban Mix,https://cloud.tvomix.com/URBANMIX/index.m3u8
525.40ms,NTD TV,https://ntd02.akamaized.net/HD-NY/index.m3u8
525.44ms,浙江民生,http://ali-m-l.cztv.com/channels/lantian/channel06/720p.m3u8
525.45ms,La Melinkana TV,https://v1.tustreaming.cl/melinkana/index.m3u8
525.90ms,兵器科技,https://live.264788.xyz/channel/bingqikeji?streamid=6fc55a0966bdad1e1cdf39a4d37dd776&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
525.96ms,河南卫视,http://182.150.23.74:808/hls/33/index.m3u8
526.11ms,PiuraTV,https://live-evg7.tv360.bitel.com.pe/bitel/piuratvSRT/playlist.m3u8
526.13ms,News12+ Hudson Valley (1080p) [Geo-blocked],https://mdc.ott.alticeusa.net/live4.ott.optimum.net/live4-uploads/N12PLUS_H_WC_A1/index_new.m3u8
526.37ms,Edessa TV,https://canli.edessatv.com/hls/stream.m3u8
526.64ms,Folketinget TV,https://cdnapi.kaltura.com/p/2158211/sp/327418300/playManifest/entryId/1_24gfa7qq/protocol/https/format/applehttp/a.m3u8
526.69ms,News 24 Ⓢ,https://tv.balkanweb.com/news24/livestream/playlist.m3u8
526.91ms,Telemolise,http://185.202.128.1:1935/TelemoliseStream/telemoliseTV.stream/playlist.m3u8
526.93ms,Loveworld UK [Not 24/7],https://cdn3.wowza.com/5/L1Uzd2FrbVlLRG1W/live/smil:lwukweb.smil/playlist.m3u8
527.08ms,重庆都市广播,http://live.xmcdn.com/live/132/64.m3u8
527.11ms,Charapa TV,https://live-evg10.tv360.bitel.com.pe/bitel/charapatvSRT/playlist.m3u8
527.23ms,Wild Earth,https://wildearth-plex.amagi.tv/masterR1080p.m3u8
527.28ms,FoodTime,http://stream.mcquack.net/216/index.m3u8
527.44ms,相遇那么美,https://alimov2.a.kwimgs.com/upic/2022/05/10/08/BMjAyMjA1MTAwODA1NThfOTU2MzA3MDg4Xzc0MDcwNDAzNzMxXzJfMw==_b_B184bd34b9ad0609efc72e1085c1402e6.mp4?clientCacheKey=3xrhfp8z3nj5vnk_b.mp4&tt=b&di=24719082&bp=10000
527.55ms,张掖新闻综合,https://play.kankanlive.com/live/1720583434627241.m3u8
527.78ms,ALWifak News TV,http://alwifaklive.info:1935/live/myStream/playlist.m3u8
527.97ms,Dismar Radio TV,https://rds3.desdeparaguay.net/dismartv/dismartv/playlist.m3u8
528.18ms,STV [Not 24/7],http://122.248.43.242:1935/SAMARINDATV/_definst_/myStream/playlist.m3u8
528.18ms,海豚的奇妙生活(下),http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/b61b0646586142aca08c2e8d333c385b/1200.m3u8
528.25ms,Canal Orbe 21,https://stream.arcast.net:4443/canal21/ngrp:canal21_all/playlist.m3u8
528.40ms,CGTN,https://english-livetx.cgtn.com/hls/yypdyyctzb_hd.m3u8
528.58ms,FOX BUSINESS,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/105893.ts
528.79ms,三国,https://live.metshop.top/huya/11352944
528.87ms,速度与生存3,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/570d9ce8d39d4ede9a26ae6de4d28f54/1200.m3u8
528.90ms,Reino Infantil,https://www.khuwemultimedia.com/hls/reinoinfantiltv/reinoinfantiltv.m3u8
529.19ms,渭源新闻,http://play.kankanlive.com/live/1720408280309109.m3u8
529.22ms,WCBI (Columbus MI),https://townnews.g-mana.live/media/4efc62fa-ad0b-445c-a839-4d1e7636988e/main.m3u8
529.23ms,JTV Madiun,http://122.248.43.242:1935/JTVMADIUN/_definst_/myStream/playlist.m3u8
529.40ms,Vantage Classic,https://cdn-backup.lulzy.eu/vclassic_stream/index.m3u8
529.42ms,玛纳斯综合,http://218.84.127.245:1026/hls/main1/playlist.m3u8?zxinjd,
529.49ms,重庆音乐广播,http://live.xmcdn.com/live/131/64.m3u8
529.63ms,Jawa Pos TV Jakarta,http://122.248.43.242:1935/JAWAPOSTVJKT/_definst_/myStream/playlist.m3u8
529.86ms,Radio Frecuencia Uno,https://v1.tustreaming.cl/frecuencia1tv/index.m3u8
529.91ms,ESPNews,http://41.205.93.154/ESPNNEWS/index.m3u8
530.13ms,Balikpapan TV,http://122.248.43.242:1935/BALIKPAPANTV/_definst_/myStream/playlist.m3u8
530.27ms,PONTV,http://122.248.43.242:1935/PONTV/_definst_/myStream/playlist.m3u8
530.31ms,Chiloe Red 25,https://v2.tustreaming.cl/chiloered/index.m3u8
530.34ms,Odisea TV,https://v2.tustreaming.cl/odiseatv/index.m3u8
530.35ms,12 Tv Parma,https://5929b138b139d.streamlock.net/12TVParma/livestream/playlist.m3u8
530.46ms,Spectrum SportsNet Lakers,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=QX4wyk&tk=SLK5QjnsRiya
530.52ms,FS2 US,http://d029dcec.kazmazpaz.ru/iptv/FHKC2D3GGKYK3Q/7323/index.m3u8
530.56ms,San Marino Rtv,https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch01/smil:ch-01.smil/chunklist.m3u8
530.62ms,环球资讯,https://satellitepull.cnr.cn/live/wxhqzx01/playlist.m3u8
530.76ms,Radio Mega TV Amazonia,https://ares.disfrutaenlared.com:1936/megatv/megatv/playlist.m3u8
530.84ms,CCTV-第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
530.88ms,Sportsnet New York,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=g1MBtd&tk=SLK5QjnsRiya
530.95ms,东丰,http://stream5.jlntv.cn/df/sd/live.m3u8?zjild
530.97ms,JTV,http://122.248.43.242:1935/JTVSURABAYA/_definst_/myStream/playlist.m3u8
531.14ms,哈尔滨新闻,http://stream.hrbtv.net/xwzh/sd/live.m3u8
531.15ms,Delta TV,https://st.deltaboliviainstitucion.org:3778/hybrid/play.m3u8
531.29ms,宝安,http://8.134.175.232:4022/rtp/239.77.1.67:5146
531.64ms,TVS Cipher Network (360p),https://rpn.bozztv.com/gusa/gusa-tvsmystery/index.m3u8
531.68ms,Riau TV [Not 24/7],http://122.248.43.242:1935/RIAUTV/_definst_/myStream/playlist.m3u8
531.89ms,EVI TV,https://mistserver.evi-tv.com/hls/evi_tv_live/index.m3u8
531.97ms,跟着媳妇当保姆-冯巩朱军,http://uptt.gcwduoduo.com/v/181110/0650ed5311b8750b7aa48e8c2a441b7c.mp4
531.98ms,USA Today,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg00731-gannettcoinc-usatodaynews-plex/playlist.m3u8
532.07ms,HR Ⓖ,https://hrhls.akamaized.net/hls/live/2024525/hrhls/master.m3u8
532.17ms,Radio Nuble,https://tv.telselec.cl:3376/live/nublefmlive.m3u8
532.46ms,龙华洋片,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=P4JMrn&tk=SLK5QjnsRiya
532.49ms,TVS Boxing (360p),https://rpn.bozztv.com/gusa/gusa-tvsboxing/index.m3u8
532.64ms,星河频道,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=5rfJoq&tk=SLK5QjnsRiya
532.65ms,Space City Home Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=UnkTmX&tk=SLK5QjnsRiya
533.24ms,30A TV Classic Movies,https://30a-tv.com/feeds/pzaz/30atvmovies.m3u8
533.27ms,Kawanua TV,http://122.248.43.242:1935/KAWANUATV/_definst_/myStream/playlist.m3u8
533.36ms,吉林卫视,http://59.39.89.130:60901/tsfile/live/0125_19.m3u8?key=txiptv&playlive=1&authid=0
533.41ms,WMGT-TV News (Macon GA),https://townnews.g-mana.live/media/e6909128-cd42-4690-8340-4b8a49455666/main.m3u8
533.46ms,博斯无限,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=scw6id&tk=SLK5QjnsRiya
533.49ms,CNBC (720p) [Geo-blocked],http://41.205.93.154/CNBC/index.m3u8
533.57ms,KOKI-DT1 (1080p),https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg02104-imagicommcommun-kokibreaking-ono/playlist.m3u8
533.59ms,SKY NEWS,http://d029dcec.kazmazpaz.ru/iptv/FHKC2D3GGKYK3Q/2475/index.m3u8
533.61ms,RTL 102.5 + Plus,https://streamcdng14-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S82929343/cAcsSu4Wecc5/chunklist_b5256000.m3u8
533.82ms,JTV Malang,http://122.248.43.242:1935/JTVMALANG/_definst_/myStream/playlist.m3u8
534.14ms,功夫台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=58Woer&tk=SLK5QjnsRiya
534.18ms,河南卫视,http://107.150.60.122/live/hawshd.m3u8
534.30ms,Emocion TV,https://v1.tustreaming.cl/emociontv/index.m3u8
534.39ms,CCTV-央视高网,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
534.66ms,CCTV-16,http://58.56.162.102:4466/newlive/live/hls/17/live.m3u8
534.74ms,Sharjah TV,https://live.kwikmotion.com/smc1live/smc1tv.smil/playlist.m3u8
534.76ms,山西卫视,http://119.39.9.8:9901/tsfile/live/0118_1.m3u8
534.87ms,Ecotel TV,https://ecoteltv.streamseguro.com:5443/LiveApp/streams/streaming.m3u8
534.89ms,M»Net Sport,http://ares.mnet.mk/hls/mnet-sport.m3u8
534.93ms,Sportsnet Pittsburgh,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=1R6rAj&tk=SLK5QjnsRiya
534.96ms,松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
535.10ms,凤凰资讯,http://zmgd.zyrnet.com:8888/hls/109/index.m3u8
535.69ms,Canal 30 Loncomilla,https://v1.tustreaming.cl/canal30loncomilla/index.m3u8
535.84ms,奎屯汉语,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd
535.91ms,浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
535.96ms,Storie Criminali,https://jmp2.uk/plu-66177d18c8311c0008d077d0.m3u8
536.14ms,CHC动作电影,http://107.150.60.122/live/chcdz.m3u8
536.15ms,爱尔达娱乐,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=L72E6f&tk=SLK5QjnsRiya
536.18ms,黄金华剧,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Y9kdAm&tk=SLK5QjnsRiya
536.23ms,The Doctors,https://lukentvlive.vgcdn.net/v1/master/cef183924f24adfa3d5d7601c3a17769082c0c2b/Doctors/index.m3u8
536.28ms,辽宁|辽阳新闻综合,http://120.76.248.139/live/bfgd/4200000280.m3u8
536.44ms,Radio Clasica TV,https://ares.disfrutaenlared.com:1936/clasica/clasica/playlist.m3u8
536.67ms,INTROUBLE,https://amg00861-amg00861c6-stirr-us-8229.playouts.now.amagi.tv/playlist.m3u8
537.07ms,Bloomberg TV+,https://d8975dc3.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9CbG9vbWJlcmdUVlBsdXNfSExT/playlist.m3u8
537.09ms,1905电影网,http://php.jdshipin.com:8880/1905.php?id=1905dy
537.17ms,CGTN DOCUMENTARY,https://amg00405-rakutentv-cgtndocumentary-rakuten-0ql8j.amagi.tv/master.m3u8
537.19ms,Sportsnet ONE CA,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=SqGdfg&tk=SLK5QjnsRiya
537.27ms,龙祥时代,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=4Vqzbo&tk=SLK5QjnsRiya
537.29ms,Sankt-Peterburg,https://stream.smotrim.ru/hls2/ext_spbtv/playlist_5.m3u8
537.33ms,Commedia – Rakuten TV,https://b8bc6c4b9be64bd6aeb3b92aa8521ed4.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6184/master.m3u8
537.73ms,山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
537.95ms,CCTV-怀旧剧场,http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8
538.18ms,Deluxe Lounge,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/ec8e5c43-6fae-11eb-908d-533d39655269/0/master.m3u8?uid=%7BPSID%7D&optout=%7BTARGETOPT%7D&country=DE&vendor=samsung&ads:app_domain=%7BAPP_DOMAIN%7D&ads:app_name=%7BAPP_NAME%7D&coppa=1&ads:tcf=%7BTC_STRING%7D
538.41ms,延边图们TV1,http://stream6.jlntv.cn/tm/playlist.m3u8
538.43ms,Ritoque TV,https://streaming.purum.cl/ritoquetv/index.m3u8
538.45ms,CCTV-风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8
538.50ms,CCTV-央视台球,http://dassby.qqff.top:99/live/央视台球/index.m3u8
538.71ms,BTB,https://emisja.btb.j00r.us/iptv/session/1/hls.m3u8
538.86ms,EBS English Ⓢ,https://ebsonair.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8
539.00ms,Drammatico – Rakuten TV,https://f84e0b1628464fab846160df957f269e.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6094/master.m3u8
539.23ms,WCOT 13 (Tallahassee FL),https://stream.talgov.net/WCOT/smil:WCOT.smil/playlist.m3u8
539.46ms,Le Nouveau Manager TV,https://lnmlive.com/live/lnmtv.m3u8
539.55ms,Sportsnet 360 CA,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Ynmluh&tk=SLK5QjnsRiya
539.61ms,民间艺术团-宋小宝,https://vd3.bdstatic.com/mda-pj8b1q98djq278ur/sc/cae_h264/1696894243389056776/mda-pj8b1q98djq278ur.mp4
539.84ms,Star International,https://livestar.siliconweb.com/starvod/star_int/star_int.m3u8
540.05ms,4K高清夜店经典DJ舞曲,https://vd4.bdstatic.com/mda-me42p2149u3w00xa/720p/h264/1620179745210912217/mda-me42p2149u3w00xa.mp4
540.21ms,Unbeaten (1080p),https://lukentvlive.vgcdn.net/v1/master/cef183924f24adfa3d5d7601c3a17769082c0c2b/UnbeatenSports/playlist.m3u8
540.29ms,Oceanside Community Television (KOCT) Community Channel 18 (720p),https://securestream10.champds.com/LIVE/KOCTCALIVE/KOCTCALIVE.m3u8
540.38ms,Suceso TV [Not 24/7],https://live.enhdtv.com:8081/8060/index.m3u8
540.44ms,Senzi,http://lb.streaming.sk/senzi/stream/playlist.m3u8
540.48ms,SciFi,http://41.205.93.154/SYFY/index.m3u8
540.54ms,Sky Sports Racing UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=0MkI5U&tk=SLK5QjnsRiya
540.69ms,总监驾到上海滩-贾玲,https://vdse.bdstatic.com//c30d731d45eff3f6e1c23961377b3b0e.mp4
540.76ms,靖天映画,http://breezy-audrie-zspace-7524863c.koyeb.app/vipsir?token=leifeng&id=4gtv-4gtv055
540.88ms,CCTV-6,http://182.140.125.47:808/hls/6/index.m3u8
541.00ms,4ever Music,http://stream.mcquack.net/257/index.m3u8
541.08ms,San Vito Television,https://stream.lamegatv.com/hls/sanvitotelevision/index.m3u8
541.14ms,Omrop Fryslân [Not 24/7],https://s-d15f8b0b.b.cdn.bluebillywig.com/live/omropfryslan/f8f68bd5/index.m3u8
541.17ms,M»Net,http://ares.mnet.mk/hls/mnet.m3u8
541.21ms,2M Monde +1,https://d2qh3gh0k5vp3v.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-n6pess5lwbghr/2M_ES.m3u8
541.27ms,韩国|TVN1,https://d2zyqoz1zsj2mq.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i9yul1lyegl6e-ssai-prd/6d07fe2a_003a_4879_acfc_44e3c3c10f03/hls/playlist.m3u8?
541.36ms,永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed
541.45ms,PTC Punjabi Canada,https://stream.ottlive.co.in/ptccanada/index.m3u8
541.50ms,CCTV-风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
541.81ms,BBS TV,https://bbstv.ug/hls/ch01/index.m3u8
541.83ms,TVO Jesus,https://cloud.tvomix.com/TVOJESUS/index.m3u8
541.91ms,凤凰中文,http://zmgd.zyrnet.com:8888/hls/110/index.m3u8
541.93ms,CharityTV,http://185.105.4.236:1935/live/ngrp:livestream_all/live.m3u8
542.21ms,伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8
542.34ms,Zylo Todo Novelas,https://dtsszjrztq9ti.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-yshah5p4v45g1/ToDoNovelas_ES.m3u8
542.50ms,Al Alam Al Yawm,https://mn-nl.mncdn.com/mekameleen/smil:mekameleentv.smil/chunklist_b928000.m3u8
542.64ms,Sky Sports+ UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=cAYuad&tk=SLK5QjnsRiya
542.68ms,FRATA TV [Not 24/7],https://vdopanel.jlahozconsulting.com:3706/hybrid/play.m3u8
542.82ms,双辽综合,http://stream3.jlntv.cn:80/aac_slgb/playlist.m3u8
542.89ms,Spectrum SportsNet LA Dodgers,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=s0epO7&tk=SLK5QjnsRiya
542.96ms,CCTV-10科教,http://113.25.252.226:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
543.09ms,头号玩家,https://vd2.bdstatic.com/mda-kknwdmibvdrfaavv/v1-cae/1080p/mda-kknwdmibvdrfaavv.mp4
543.09ms,CNN International,https://ds2c506obo7m8.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-7zjq3tdqasbg8/index.m3u8
543.26ms,Asian Culture TV,https://cdn.vegasplus.us/vegas/actv/playlist.m3u8
543.43ms,Первый Музыкальный Канал Россия HD,http://rtmp.one.by:2300
543.52ms,☆女孩,https://alimov2.a.kwimgs.com/upic/2023/08/04/04/BMjAyMzA4MDQwNDE4MjdfMzUwMDUzNzE1MV8xMDk2MjMzNDYwNTdfMl8z_b_B8e6ab320b1d831bbc8a3bff3a38b848d.mp4
543.63ms,Televisión Metrópolis 19.1 [Not 24/7],https://5e85d90130e77.streamlock.net/6028/6028/playlist.m3u8
543.68ms,Tele Abruzzo Tv,http://uk4.streamingpulse.com:1935/TeleabruzzoTV/TeleabruzzoTV/playlist.m3u8
543.86ms,Sky Sports News UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=TjuLs2&tk=SLK5QjnsRiya
544.07ms,Radio Télé 4VEH,https://uni01rtmp.tulix.tv/4vehtv/4vehtv-firetv/playlist.m3u8
544.14ms,伊犁哈萨克,http://110.153.180.106:55555/out_3/index.m3u8?zxinjd
544.31ms,周慧敏《30周年 演唱会 完整版》,https://vd3.bdstatic.com/mda-nmk3vfc49zsei6ek/576p/h264/1671591746174731071/mda-nmk3vfc49zsei6ek.mp4
544.97ms,绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
545.18ms,Plovdivska Pravoslavna TV,http://78.130.149.196:1935/live/pptv.stream/playlist.m3u8
545.41ms,襄阳交通广播,http://ls.qingting.fm/live/1308.m3u8
545.46ms,古墓系列,https://live.metshop.top/huya/11352913
545.48ms,BLOOMBERG,http://primep2.tv:826/live/SourPatchKid/nlnE4DVQUs/102140.ts
545.48ms,Extrema TV,http://livestreamcdn.net:1935/ExtremaTV/ExtremaTV/playlist.m3u8
545.54ms,Teleplay Sureste,https://player.tvstream.mx/livestream/teleplay/livehd/playlist.m3u8
545.60ms,读心专家,http://live.ottiptv.cc/huya/30590779
545.64ms,Skai TV,http://skai-live.siliconweb.com/media/cambria4/index.m3u8
545.65ms,ABC (WPLG-DT1) Miami FL (720p),https://pubads.g.doubleclick.net/ssai/event/tQD6w9OJQVOobcyV3Dammw/master.m3u8
545.67ms,Skai TV,http://skai-live-back.siliconweb.com/media/cambria4/index.m3u8
545.85ms,辽宁北方,http://dassby.qqff.top:99/live/辽宁北方/index.m3u8
546.11ms,叶倩文演唱会,https://alimov2.a.kwimgs.com/upic/2020/10/01/20/BMjAyMDEwMDEyMDMzNDlfMTE0Mzc4ODk3OF8zNjk0Njc4ODI3OF8yXzM=_b_B77b9c6c66d5b6dafbe520a286bb6e6b9.mp4
546.15ms,Radio 3M InBlu,https://stream.mariatvcdn.com/telemistrettaradio/900bfcc0f9012ea272584fd5ff5281b8.sdp/playlist.m3u8
546.18ms,草原三巨头,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2bdc779138bb4235b20a5155e40fa7c8/1200.m3u8
546.21ms,Смотрим: Честный Детектив,https://live-vgtrksmotrim.cdnvideo.ru/vgtrksmotrim/smotrim-live-01.smil/playlist.m3u8
546.26ms,Sky Sports Tennis UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=aOcmVg&tk=SLK5QjnsRiya
546.32ms,AR | 5TV Corrientes,http://www.coninfo.net:1935/tvcinco/live1/chunklist_w1546509083.m3u8?checkedby:iptvcat.com
546.39ms,Contra Costa College TV [Geo-blocked],https://reflect-contra-costa.cablecast.tv/live-7/live/live.m3u8
546.51ms,Allo Cine,https://d1yl6bf4hrzbr0.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-5km3zs4zs9sp0/allo.m3u8
546.57ms,古装神剧,https://live.metshop.top/douyu/338759
546.59ms,延边-2,http://stream5.jlntv.cn/wq/playlist.m3u8
546.75ms,Pervyy Muzykal'nyy BY Ⓢ,http://rtmp.one.by:1200
547.09ms,小丑,https://vd2.bdstatic.com/mda-jkbrts1znp07ryb8/sc/mda-jkbrts1znp07ryb8.mp4
547.23ms,Billiard TV [Geo-blocked],https://pb-wm04vonaerv0k.akamaized.net/billi.m3u8
547.55ms,Now Rock (480p),https://lightning-now90s-samsungnz.amagi.tv/playlist480p.m3u8
547.61ms,Sky Sports Mix UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=KSjadu&tk=SLK5QjnsRiya
547.64ms,BBC Earth,https://amg00793-amg00793c6-xumo-us-2669.playouts.now.amagi.tv/BBCStudios-BBCEarthA-hls/playlist.m3u8
547.81ms,浙江国际,http://ali-vl.cztv.com/channels/lantian/channel010/360p.m3u8
547.89ms,Telewizja Jaslo,https://cdn01.aztv.pl/live_tvjaslo/live_tvjaslo.stream/playlist.m3u8
547.94ms,陈柯宇生僻字,http://vd2.bdstatic.com/mda-jb28qp6tauzkzpy9//mda-jb28qp6tauzkzpy9.mp4
547.98ms,30A Television Channel,https://30a-tv.com/feeds/masters/30atv.m3u8
547.98ms,Ficom Channel,https://v3.siar.us/ficomchannel/live/playlist.m3u8
548.27ms,UMA TV,https://umatv.nuvemplay.live/hls/stream.m3u8
548.31ms,La7,https://d1chghleocc9sm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-evfku205gqrtf/Live.m3u8
548.47ms,TVS Nostalgia (472p),https://rpn.bozztv.com/gusa/gusa-nostalgia/index.m3u8
549.03ms,Chacra TV,https://5f700d5b2c46f.streamlock.net/chacratv/chacratv/playlist.m3u8
549.07ms,岳阳交通广播 FM106.1,http://ls.qingting.fm/live/88931.m3u8
549.31ms,CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
549.61ms,WDEF-TV News Chattanooga TN,https://townnews.g-mana.live/media/a54a6409-5e91-46f0-9fee-06904c1fd094/main.m3u8
549.61ms,Canal Sur Andalucia,https://dfk2a268yviz9.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ddiii1m6jt6of/CanalSurAndaluciaES.m3u8
549.63ms,Zylo Cine Friki,https://d2mr4fu91mjx9m.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-rb0tx75ojbc5u/CineFriki_ES.m3u8
550.08ms,云南音乐广播,http://ls.qingting.fm/live/1929.m3u8
550.25ms,M»Net Info,http://ares.mnet.mk/hls/mnet-info.m3u8
550.29ms,CHC-动作电影,http://2280.eu.org:1234/644368714
550.31ms,四川民族广播 AM954,http://ls.qingting.fm/live/1115.m3u8
550.31ms,浙江经济生活,http://ali-vl.cztv.com/channels/lantian/channel003/360p.m3u8
550.33ms,山西卫视,https://live.264788.xyz/channel/shanxiweishi?streamid=69e002ac7467d661ff7ad0671ed43f16&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
550.40ms,Planeta Channel [Not 24/7],https://vs20.live.opencaster.com/planetachannel_089eff6d/index.m3u8
550.43ms,WXXV-TV News (Biloxi MS),https://townnews.g-mana.live/media/c8c354e0-672f-4368-a17d-a862ee98af4a/main.m3u8
550.60ms,TV Ružinov [Not 24/7],http://lb.streaming.sk/tvruzinov/stream/playlist.m3u8
550.72ms,Company TV,https://5929b138b139d.streamlock.net/CompanyTV/smil:CompanyTV.smil/master.m3u8
550.88ms,CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8
550.91ms,Sky Sports Main Event UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=mftkfu&tk=SLK5QjnsRiya
551.06ms,梅州交通广播 FM105.8,http://ls.qingting.fm/live/24195.m3u8
551.22ms,TV 100,https://gwebstream.net/hls/master.m3u8
551.32ms,TVB翡翠剧集,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9478&tk=97475bb89d45
551.65ms,Ciudadano Radio,https://oracle.streaminghd.cl/ciudadanoradiotv/ciudadanoradiotv/playlist.m3u8
551.88ms,Zougla TV,https://zouglacam-mdc-secure.akamaized.net/zouglalive/backup/playlist.m3u8
551.89ms,河北交通广播 FM99.2,http://ls.qingting.fm/live/1646.m3u8
552.16ms,哈尔滨都市咨询,http://stream.hrbtv.net/zxpd/sd/live.m3u8?zheild
552.32ms,RTL Télé Lëtzebuerg,https://live-edge.rtl.lu/channel1/smil:channel1/playlist.m3u8
552.33ms,SBT TV,http://122.155.12.107:1935/live/sbt_tv_aac_300/playlist.m3u8
552.47ms,贵州卫视,http://59.39.89.130:60901/tsfile/live/0125_15.m3u8?key=txiptv&playlive=1&authid=0
552.52ms,Le Monde en 24h,https://stream.berosat.live/hls/monde24h-tv-index/monde24h-tv-index.m3u8
552.62ms,Dhoho TV,https://dhohotv.siar.us/dhohotv/live/playlist.m3u8
552.91ms,TraceSortStars,https://lightning-tracesport-samsungau.amagi.tv/playlist.m3u8
553.03ms,Sol Música,https://d2glyu450vvghm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-21u4g5cjglv02/sm.m3u8
553.09ms,AGR FM TV,https://tigocloud.desdeparaguay.net/agrtv/agrtv/playlist.m3u8
553.51ms,RTV Drenthe,https://cdn.rtvdrenthe.nl/live/rtvdrenthe/tv/index.m3u8
554.12ms,TVB News,http://r.jdshipin.com/CkuBd
554.15ms,沈阳新闻广播 FM104.5,http://ls.qingting.fm/live/23891.m3u8
